id_socle_txt,id,type d'objet,famille,type,calque,attributs altitude,attribut matricule,calque_alt,calque_mat,attributs insert,placement,charte,commentaires,sig,pcrs,CategorieThematiquePCRSType,NatureReseauPCRSType,NatureAffleurantPCRSType,reference,CategorieMurPCRSType,SectionPilierPCRSType,longueur_block,date_modif,date_crea,id_nature,image
290,IL_0663,Câble télécom Autorité Territoriale Compétente,Télécommunication,Polyligne,TELEC_SCT,,,nc,nc,,Sous-sol,Standard topographique régional,,,nc,nc,nc,nc,IL_0663,nc,nc,,,19/10/22,IL_0663 - Câble télécom Autorité Territoriale Compétente,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//I_Telecommunication/IL_0663.jpg
291,IL_0664,Nappe de fourreau télécom Autorité Territoriale Compétente,Télécommunication,Polyligne,TELEC_SCT,,,nc,nc,,Sous-sol,Standard topographique régional,,,nc,nc,nc,nc,IL_0664,nc,nc,,,19/10/22,IL_0664 - Nappe de fourreau télécom Autorité Territoriale Compétente,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//I_Telecommunication/IL_0664.jpg
292,IL_0665,Chambre de forme complexe,Télécommunication,Polyligne,TELEC_SCT,,,nc,nc,,Sous-sol,Standard topographique régional,,,nc,nc,nc,nc,IL_0665,nc,nc,,,19/10/22,IL_0665 - Chambre de forme complexe,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//I_Telecommunication/IL_0665.jpg
293,IL_0666,Fourreau en attente,Télécommunication,Polyligne,TELEC_SCT,,,nc,nc,,Sous-sol,Standard topographique régional,,,nc,nc,nc,nc,IL_0666,nc,nc,,,19/10/22,IL_0666 - Fourreau en attente,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//I_Telecommunication/IL_0666.jpg
294,IP_0641,Support ligne PTT,Télécommunication,Bloc,TELEC_SCS,,,nc,nc,,Surface,Standard topographique régional,,pct,AffleurantSymbolePCRS,10,COM,6,IP_0641,nc,nc,,,19/10/22,IP_0641 - Support ligne PTT,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//I_Telecommunication/IP_0641.jpg
295,IP_0642,Citerneau circulaire télécom,Télécommunication,Bloc,TELEC_SCS,,,nc,nc,,Surface,Standard topographique régional,,pct,AffleurantSymbolePCRS,10,COM,3,IP_0642,nc,nc,,,19/10/22,IP_0642 - Citerneau circulaire télécom,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//I_Telecommunication/IP_0642.jpg
296,IP_0643,Borne télécom,Télécommunication,Bloc,TELEC_SCS,,,nc,nc,,Surface,Standard topographique régional,,pct,AffleurantSymbolePCRS,10,COM,2,IP_0643,nc,nc,,,19/10/22,IP_0643 - Borne télécom,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//I_Telecommunication/IP_0643.jpg
297,IP_0644,Citerneau carré télécom,Télécommunication,Bloc,TELEC_SCS,,,nc,nc,,Surface,Standard topographique régional,,pct,AffleurantSymbolePCRS,10,COM,3,IP_0644,nc,nc,,,19/10/22,IP_0644 - Citerneau carré télécom,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//I_Telecommunication/IP_0644.jpg
298,IP_0645,Chambre télécom,Télécommunication,Bloc,TELEC_SCS,,,nc,nc,,Surface,Standard topographique régional,,pct,AffleurantSymbolePCRS,10,COM,3,IP_0645,nc,nc,,,19/10/22,IP_0645 - Chambre télécom,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//I_Telecommunication/IP_0645.jpg
299,IP_0646,Armoire télécom,Télécommunication,Bloc,TELEC_SCS,,,nc,nc,,Surface,Standard topographique régional,,pct,AffleurantSymbolePCRS,10,COM,2,IP_0646,nc,nc,,,19/10/22,IP_0646 - Armoire télécom,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//I_Telecommunication/IP_0646.jpg
300,IP_0647,Cabine téléphonique,Télécommunication,Bloc,TELEC_SCS,,,nc,nc,,Surface,Standard topographique régional,,pct,HabillageSymbolePCRS,99,nc,nc,IP_0647,nc,nc,,,19/10/22,IP_0647 - Cabine téléphonique,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//I_Telecommunication/IP_0647.jpg
301,IP_0648,Aération carrée télécom,Télécommunication,Bloc,TELEC_SCS,,,nc,nc,,Surface,Standard topographique régional,,pct,HabillageSymbolePCRS,99,nc,nc,IP_0648,nc,nc,,,19/10/22,IP_0648 - Aération carrée télécom,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//I_Telecommunication/IP_0648.jpg
302,IP_0649,Aération rectangle télécom,Télécommunication,Bloc,TELEC_SCS,,,nc,nc,,Surface,Standard topographique régional,,pct,HabillageSymbolePCRS,99,nc,nc,IP_0649,nc,nc,,18/01/23,19/10/22,IP_0649 - Aération rectangle télécom,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//I_Telecommunication/IP_0649.jpg
303,IP_0650,Boîte aux lettres,Télécommunication,Bloc,TELEC_SCS,,,nc,nc,,Surface,Standard topographique régional,,pct,HabillageSymbolePCRS,99,nc,nc,IP_0650,nc,nc,,,19/10/22,IP_0650 - Boîte aux lettres,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//I_Telecommunication/IP_0650.jpg
304,IP_0651,Point de mesure (TN/GST),Télécommunication,Bloc,TELEC_SCI,"TN,GST",,nc,nc,,Information,Standard topographique régional,,pct,,nc,nc,nc,IP_0651,nc,nc,,,19/10/22,IP_0651 - Point de mesure (TN/GST),https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//I_Telecommunication/IP_0651.jpg
305,IP_0652,Altitude supplémentaire,Télécommunication,Bloc,TELEC_SCI,ALT,,nc,nc,,Information,Standard topographique régional,,pct,,nc,nc,nc,IP_0652,nc,nc,,,19/10/22,IP_0652 - Altitude supplémentaire,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//I_Telecommunication/IP_0652.jpg
306,IP_0653,Texte information,Télécommunication,Bloc,TELEC_SCI,,,nc,nc,,Information,Standard topographique régional,,pct,nc,nc,nc,nc,IP_0653,nc,nc,,,19/10/22,IP_0653 - Texte information,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//I_Telecommunication/IP_0653.jpg
307,IP_0654,Texte libre,Télécommunication,Bloc,TELEC_SCI,,,nc,nc,,Information,Standard topographique régional,,pct,HabillageTextePCRS,10,nc,nc,IP_0654,nc,nc,,,19/10/22,IP_0654 - Texte libre,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//I_Telecommunication/IP_0654.jpg
308,IP_0681,Chambre rectangulaire,Télécommunication,Bloc,TELEC_SCT,,,nc,nc,,Sous-sol,Standard topographique régional,,pct,nc,nc,nc,nc,IP_0681,nc,nc,,,19/10/22,IP_0681 - Chambre rectangulaire,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//I_Telecommunication/IP_0681.jpg
309,IP_0682,Citerneau circulaire,Télécommunication,Bloc,TELEC_SCT,,,nc,nc,,Sous-sol,Standard topographique régional,,pct,nc,nc,nc,nc,IP_0682,nc,nc,,,19/10/22,IP_0682 - Citerneau circulaire,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//I_Telecommunication/IP_0682.jpg
310,IP_0683,Extrémité de conduite,Télécommunication,Bloc,TELEC_SCT,,,nc,nc,,Sous-sol,Standard topographique régional,,pct,nc,nc,nc,nc,IP_0683,nc,nc,,,19/10/22,IP_0683 - Extrémité de conduite,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//I_Telecommunication/IP_0683.jpg
311,JL_0721,Conduite de gaz basse pression,Gaz,Polyligne,GAZFL_SCT,,,nc,nc,,Sous-sol,Standard topographique régional,,,nc,nc,nc,nc,JL_0721,nc,nc,,,19/10/22,JL_0721 - Conduite de gaz basse pression,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//J_Gaz/JL_0721.jpg
312,JL_0722,Conduite de gaz basse pression sous fourreau,Gaz,Polyligne,GAZFL_SCT,,,nc,nc,,Sous-sol,Standard topographique régional,,,nc,nc,nc,nc,JL_0722,nc,nc,,,19/10/22,JL_0722 - Conduite de gaz basse pression sous fourreau,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//J_Gaz/JL_0722.jpg
313,JL_0723,Conduite de gaz moyenne pression,Gaz,Polyligne,GAZFL_SCT,,,nc,nc,,Sous-sol,Standard topographique régional,,,nc,nc,nc,nc,JL_0723,nc,nc,,,19/10/22,JL_0723 - Conduite de gaz moyenne pression,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//J_Gaz/JL_0723.jpg
314,JL_0724,Conduite de gaz moyenne pression sous fourreau,Gaz,Polyligne,GAZFL_SCT,,,nc,nc,,Sous-sol,Standard topographique régional,,,nc,nc,nc,nc,JL_0724,nc,nc,,,19/10/22,JL_0724 - Conduite de gaz moyenne pression sous fourreau,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//J_Gaz/JL_0724.jpg
315,JL_0725,Conduite de gaz pression supérieure (MPC),Gaz,Polyligne,GAZFL_SCT,,,nc,nc,,Sous-sol,Standard topographique régional,,,nc,nc,nc,nc,JL_0725,nc,nc,,,19/10/22,JL_0725 - Conduite de gaz pression supérieure (MPC),https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//J_Gaz/JL_0725.jpg
316,JL_0726,Conduite de gaz pression supérieure sous fourreau,Gaz,Polyligne,GAZFL_SCT,,,nc,nc,,Sous-sol,Standard topographique régional,,,nc,nc,nc,nc,JL_0726,nc,nc,,,19/10/22,JL_0726 - Conduite de gaz pression supérieure sous fourreau,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//J_Gaz/JL_0726.jpg
317,JL_0727,Conduite de gaz type indéfini,Gaz,Polyligne,GAZFL_SCT,,,nc,nc,,Sous-sol,Standard topographique régional,,,nc,nc,nc,nc,JL_0727,nc,nc,,,19/10/22,JL_0727 - Conduite de gaz type indéfini,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//J_Gaz/JL_0727.jpg
318,JL_0728,Conduite de gaz type indéfini sous fourreau,Gaz,Polyligne,GAZFL_SCT,,,nc,nc,,Sous-sol,Standard topographique régional,,,nc,nc,nc,nc,JL_0728,nc,nc,,,19/10/22,JL_0728 - Conduite de gaz type indéfini sous fourreau,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//J_Gaz/JL_0728.jpg
319,JL_0729,Fourreau en attente,Gaz,Polyligne,GAZFL_SCT,,,nc,nc,,Sous-sol,Standard topographique régional,,,nc,nc,nc,nc,JL_0729,nc,nc,,,19/10/22,JL_0729 - Fourreau en attente,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//J_Gaz/JL_0729.jpg
320,JP_0701,Vanne d'arrêt gaz,Gaz,Bloc,GAZFL_SCS,,,nc,nc,,Surface,Standard topographique régional,,pct,AffleurantSymbolePCRS,10,GAZ,4,JP_0701,nc,nc,,,19/10/22,JP_0701 - Vanne d'arrêt gaz,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//J_Gaz/JP_0701.jpg
321,JP_0702,Borne de gaz,Gaz,Bloc,GAZFL_SCS,,,nc,nc,,Surface,Standard topographique régional,,pct,AffleurantSymbolePCRS,10,GAZ,2,JP_0702,nc,nc,,,19/10/22,JP_0702 - Borne de gaz,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//J_Gaz/JP_0702.jpg
322,JP_0703,Coffret gaz,Gaz,Bloc,GAZFL_SCS,,,nc,nc,,Surface,Standard topographique régional,,pct,AffleurantSymbolePCRS,10,GAZ,2,JP_0703,nc,nc,,,19/10/22,JP_0703 - Coffret gaz,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//J_Gaz/JP_0703.jpg
323,JP_0704,Coffret mixte gaz/électricité,Gaz,Bloc,GAZFL_SCS,,,nc,nc,,Surface,Standard topographique régional,,pct,AffleurantSymbolePCRS,10,GAZ,2,JP_0704,nc,nc,,,19/10/22,JP_0704 - Coffret mixte gaz/électricité,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//J_Gaz/JP_0704.jpg
324,JP_0705,Armoire gaz,Gaz,Bloc,GAZFL_SCS,,,nc,nc,,Surface,Standard topographique régional,,pct,AffleurantSymbolePCRS,10,GAZ,2,JP_0705,nc,nc,,,19/10/22,JP_0705 - Armoire gaz,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//J_Gaz/JP_0705.jpg
325,JP_0706,Trappe d'accès gaz,Gaz,Bloc,GAZFL_SCS,,,nc,nc,,Surface,Standard topographique régional,,pct,AffleurantSymbolePCRS,10,GAZ,3,JP_0706,nc,nc,,,19/10/22,JP_0706 - Trappe d'accès gaz,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//J_Gaz/JP_0706.jpg
326,JP_0707,Point de mesure (TN/GST),Gaz,Bloc,GAZFL_SCI,"TN,GST",,nc,nc,,Information,Standard topographique régional,,pct,,nc,nc,nc,JP_0707,nc,nc,,,19/10/22,JP_0707 - Point de mesure (TN/GST),https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//J_Gaz/JP_0707.jpg
327,JP_0708,Génératrice supérieure de transport à lever,Gaz,Bloc,GAZFL_SCI,ALT,,nc,nc,,Information,Standard topographique régional,,pct,,nc,nc,nc,JP_0708,nc,nc,,,19/10/22,JP_0708 - Génératrice supérieure de transport à lever,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//J_Gaz/JP_0708.jpg
328,JP_0709,Texte information,Gaz,Bloc,GAZFL_SCI,,,nc,nc,,Information,Standard topographique régional,,pct,nc,nc,nc,nc,JP_0709,nc,nc,,,19/10/22,JP_0709 - Texte information,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//J_Gaz/JP_0709.jpg
329,JP_0710,Texte libre,Gaz,Bloc,GAZFL_SCI,,,nc,nc,,Information,Standard topographique régional,,pct,HabillageTextePCRS,10,nc,nc,JP_0710,nc,nc,,,19/10/22,JP_0710 - Texte libre,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//J_Gaz/JP_0710.jpg
330,JP_0741,Vanne,Gaz,Bloc,GAZFL_SCT,,,nc,nc,,Sous-sol,Standard topographique régional,,pct,nc,nc,nc,nc,JP_0741,nc,nc,,,19/10/22,JP_0741 - Vanne,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//J_Gaz/JP_0741.jpg
331,JP_0742,Cône de réduction,Gaz,Bloc,GAZFL_SCT,,,nc,nc,,Sous-sol,Standard topographique régional,,pct,nc,nc,nc,nc,JP_0742,nc,nc,,,19/10/22,JP_0742 - Cône de réduction,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//J_Gaz/JP_0742.jpg
332,JP_0743,Chambre rectangulaire,Gaz,Bloc,GAZFL_SCT,,,nc,nc,,Sous-sol,Standard topographique régional,,pct,nc,nc,nc,nc,JP_0743,nc,nc,,,19/10/22,JP_0743 - Chambre rectangulaire,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//J_Gaz/JP_0743.jpg
333,JP_0744,Citerneau circulaire,Gaz,Bloc,GAZFL_SCT,,,nc,nc,,Sous-sol,Standard topographique régional,,pct,nc,nc,nc,nc,JP_0744,nc,nc,,,19/10/22,JP_0744 - Citerneau circulaire,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//J_Gaz/JP_0744.jpg
334,JP_0745,Citerneau carré,Gaz,Bloc,GAZFL_SCT,,,nc,nc,,Sous-sol,Standard topographique régional,,pct,nc,nc,nc,nc,JP_0745,nc,nc,,,19/10/22,JP_0745 - Citerneau carré,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//J_Gaz/JP_0745.jpg
335,JP_0746,Extrémité de conduite,Gaz,Bloc,GAZFL_SCT,,,nc,nc,,Sous-sol,Standard topographique régional,,pct,nc,nc,nc,nc,JP_0746,nc,nc,,,19/10/22,JP_0746 - Extrémité de conduite,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//J_Gaz/JP_0746.jpg
336,JP_0747,Changement de matériau,Gaz,Bloc,GAZFL_SCT,,,nc,nc,,Sous-sol,Standard topographique régional,,pct,nc,nc,nc,nc,JP_0747,nc,nc,,,19/10/22,JP_0747 - Changement de matériau,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//J_Gaz/JP_0747.jpg
337,JP_2451,Repérage de réseau,Gaz,Bloc,GAZFL_SCI,,,nc,nc,,Information,Standard topographique régional,,pct,nc,nc,nc,nc,JP_2451,nc,nc,,,19/10/22,JP_2451 - Repérage de réseau,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//J_Gaz/JP_2451.jpg
338,JP_2452,Balise de repérage,Gaz,Bloc,GAZFL_SCI,,,nc,nc,,Information,Standard topographique régional,,pct,nc,nc,nc,nc,JP_2452,nc,nc,,,19/10/22,JP_2452 - Balise de repérage,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//J_Gaz/JP_2452.jpg
339,KL_0781,Nappe de câbles indéfinis,Indéterminé,Polyligne,INDET_SCT,,,nc,nc,,Sous-sol,Standard topographique régional,,,nc,nc,nc,nc,KL_0781,nc,nc,,,19/10/22,KL_0781 - Nappe de câbles indéfinis,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//K_Indetermine/KL_0781.jpg
340,KL_0782,Nappe de fourreaux indéfinis,Indéterminé,Polyligne,INDET_SCT,,,nc,nc,,Sous-sol,Standard topographique régional,,,nc,nc,nc,nc,KL_0782,nc,nc,,,19/10/22,KL_0782 - Nappe de fourreaux indéfinis,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//K_Indetermine/KL_0782.jpg
341,KL_0783,Conduite indéfinie,Indéterminé,Polyligne,INDET_SCT,,,nc,nc,,Sous-sol,Standard topographique régional,,,nc,nc,nc,nc,KL_0783,nc,nc,,,19/10/22,KL_0783 - Conduite indéfinie,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//K_Indetermine/KL_0783.jpg
342,KL_0784,Caniveau galerie technique,Indéterminé,Polyligne,INDET_SCT,,,nc,nc,,Sous-sol,Standard topographique régional,,,nc,nc,nc,nc,KL_0784,nc,nc,,,19/10/22,KL_0784 - Caniveau galerie technique,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//K_Indetermine/KL_0784.jpg
343,KL_0785,Chambre de forme complexe,Indéterminé,Polyligne,INDET_SCT,,,nc,nc,,Sous-sol,Standard topographique régional,,,nc,nc,nc,nc,KL_0785,nc,nc,,,19/10/22,KL_0785 - Chambre de forme complexe,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//K_Indetermine/KL_0785.jpg
344,KP_0761,Plaque circulaire,Indéterminé,Bloc,INDET_SCS,,,nc,nc,,Surface,Standard topographique régional,,pct,AffleurantSymbolePCRS,10,MULT,3,KP_0761,nc,nc,,,19/10/22,KP_0761 - Plaque circulaire,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//K_Indetermine/KP_0761.jpg
345,KP_0762,Plaque carrée,Indéterminé,Bloc,INDET_SCS,,,nc,nc,,Surface,Standard topographique régional,,pct,AffleurantSymbolePCRS,10,MULT,3,KP_0762,nc,nc,,,19/10/22,KP_0762 - Plaque carrée,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//K_Indetermine/KP_0762.jpg
346,KP_0763,Tampon carré,Indéterminé,Bloc,INDET_SCS,,,nc,nc,,Surface,Standard topographique régional,,pct,AffleurantSymbolePCRS,10,MULT,3,KP_0763,nc,nc,,,19/10/22,KP_0763 - Tampon carré,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//K_Indetermine/KP_0763.jpg
347,KP_0764,Plaque,Indéterminé,Bloc,INDET_SCS,,,nc,nc,,Surface,Standard topographique régional,,pct,AffleurantSymbolePCRS,10,MULT,3,KP_0764,nc,nc,,,19/10/22,KP_0764 - Plaque,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//K_Indetermine/KP_0764.jpg
348,KP_0765,Coffret,Indéterminé,Bloc,INDET_SCS,,,nc,nc,,Surface,Standard topographique régional,,pct,AffleurantSymbolePCRS,10,MULT,2,KP_0765,nc,nc,,,19/10/22,KP_0765 - Coffret,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//K_Indetermine/KP_0765.jpg
349,KP_0766,Armoire,Indéterminé,Bloc,INDET_SCS,,,nc,nc,,Surface,Standard topographique régional,,pct,AffleurantSymbolePCRS,10,MULT,2,KP_0766,nc,nc,,,19/10/22,KP_0766 - Armoire,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//K_Indetermine/KP_0766.jpg
350,KP_0767,Tampon multi-réseaux,Indéterminé,Bloc,INDET_SCS,,,nc,nc,,Surface,Standard topographique régional,,pct,AffleurantSymbolePCRS,10,MULT,3,KP_0767,nc,nc,,,19/10/22,KP_0767 - Tampon multi-réseaux,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//K_Indetermine/KP_0767.jpg
351,KP_0768,Armoire multi-réseaux,Indéterminé,Bloc,INDET_SCS,,,nc,nc,,Surface,Standard topographique régional,,pct,AffleurantSymbolePCRS,10,MULT,2,KP_0768,nc,nc,,,19/10/22,KP_0768 - Armoire multi-réseaux,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//K_Indetermine/KP_0768.jpg
352,KP_0769,Coffret multi-réseaux (hors gaz+élec),Indéterminé,Bloc,INDET_SCS,,,nc,nc,,Surface,Standard topographique régional,,pct,AffleurantSymbolePCRS,10,MULT,2,KP_0769,nc,nc,,,19/10/22,KP_0769 - Coffret multi-réseaux (hors gaz+élec),https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//K_Indetermine/KP_0769.jpg
353,KP_0770,Texte libre,Indéterminé,Bloc,INDET_SCI,,,nc,nc,,Information,Standard topographique régional,,pct,HabillageTextePCRS,10,nc,nc,KP_0770,nc,nc,,,19/10/22,KP_0770 - Texte libre,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//K_Indetermine/KP_0770.jpg
354,KP_0801,Chambre multi-réseaux,Indéterminé,Bloc,INDET_SCT,,,nc,nc,,Sous-sol,Standard topographique régional,,pct,nc,nc,nc,nc,KP_0801,nc,nc,,,19/10/22,KP_0801 - Chambre multi-réseaux,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//K_Indetermine/KP_0801.jpg
355,LL_0821,Ouvrage annexe,Voirie,Polyligne,VOIRI_SCS,,,nc,nc,,Surface,Standard topographique régional,,,LimiteVoiriePCRS,3,nc,nc,LL_0821,nc,nc,,,19/10/22,LL_0821 - Ouvrage annexe,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//L_Voirie/LL_0821.jpg
356,LL_0822,Bordure fil d'eau,Voirie,Polyligne,VOIRI_SCS,,,nc,nc,,Surface,Standard topographique régional,,,LimiteVoiriePCRS,3,nc,nc,LL_0822,nc,nc,,,19/10/22,LL_0822 - Bordure fil d'eau,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//L_Voirie/LL_0822.jpg
357,LL_0823,Ralentisseur,Voirie,Polyligne,VOIRI_SCS,,,nc,nc,,Surface,Standard topographique régional,,,HabillageEnveloppePCRS,7,nc,nc,LL_0823,nc,nc,,,19/10/22,LL_0823 - Ralentisseur,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//L_Voirie/LL_0823.jpg
358,LL_0824,Changement de revêtement,Voirie,Polyligne,VOIRI_SCS,,,nc,nc,,Surface,Standard topographique régional,,,LimiteVoiriePCRS,3,nc,nc,LL_0824,nc,nc,,,19/10/22,LL_0824 - Changement de revêtement,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//L_Voirie/LL_0824.jpg
359,LL_0825,Glissière de sécurité,Voirie,Polyligne,VOIRI_SCS,,,nc,nc,,Surface,Standard topographique régional,,,HabillageLignesPCRS,3,nc,nc,LL_0825,nc,nc,,,19/10/22,LL_0825 - Glissière de sécurité,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//L_Voirie/LL_0825.jpg
360,LL_0826,Bordurette,Voirie,Polyligne,VOIRI_SCS,,,nc,nc,,Surface,Standard topographique régional,,,LimiteVoiriePCRS,3,nc,nc,LL_0826,nc,nc,,,19/10/22,LL_0826 - Bordurette,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//L_Voirie/LL_0826.jpg
361,LL_0827,Caniveau double pente(Axe),Voirie,Polyligne,VOIRI_SCS,,,nc,nc,,Surface,Standard topographique régional,,,LimiteVoiriePCRS,3,nc,nc,LL_0827,nc,nc,,,19/10/22,LL_0827 - Caniveau double pente(Axe),https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//L_Voirie/LL_0827.jpg
362,LL_0828,Bande d'éveil de vigilance,Voirie,Hachures,VOIRH_SCS,,,nc,nc,,Surface,Standard topographique régional,Hachure,,HabillageEnveloppePCRS,3,nc,nc,LL_0828,nc,nc,,,19/10/22,LL_0828 - Bande d'éveil de vigilance,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//L_Voirie/LL_0828.jpg
363,LL_0828,Bande d'éveil de vigilance,Voirie,Hachures,VOIRI_SCS,,,nc,nc,,Surface,Standard topographique régional,,,HabillageEnveloppePCRS,3,nc,nc,LL_0828,nc,nc,,,19/10/22,LL_0828 - Bande d'éveil de vigilance,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//L_Voirie/LL_0828.jpg
364,LL_0829,Bord de chaussée,Voirie,Polyligne,VOIRI_SCS,,,nc,nc,,Surface,Standard topographique régional,,,LimiteVoiriePCRS,3,nc,nc,LL_0829,nc,nc,,,19/10/22,LL_0829 - Bord de chaussée,https://raw.githubusercontent.com/geobretagne/standard-topographique/refs/heads/develop/nomenclature/img//L_Voirie/LL_0829.jpg
